species,id,number,fl,tl,wt,direction,us_clip,ds_clip,date
Northern Pearl Dace,,1,115,122,13.2,Downstream,,,2002-10-23
Northern Pearl Dace,,1,96,102,8.6,Downstream,,,2002-10-23
Northern Pearl Dace,,2,107,117,28.8,Downstream,,,2002-10-23
Northern Pearl Dace,,1,80,85,5.3,Downstream,,,2002-10-23
Northern Pearl Dace,,1,102,109,9.7,Downstream,,,2002-10-23
Northern Pearl Dace,,1,100,107,9,Downstream,,,2002-10-23
Northern Pearl Dace,,CR5-O23-PD-6,89,94,6.5,Downstream,,,2002-10-23
Northern Pearl Dace,,1,79,85,3.9,Downstream,,,2002-10-23
Northern Pearl Dace,,2,101,109,20,Downstream,,,2002-10-23
Northern Pearl Dace,,1,118,125,16.7,Downstream,,,2002-10-23
Northern Pearl Dace,,3,83,88,19.4,Downstream,,,2002-10-23
Northern Pearl Dace,,1,111,119,14,Downstream,,,2002-10-23
Northern Pearl Dace,,1,95,101,9.1,Downstream,,,2002-10-23
Pumpkinseed,,1,54,58,2.9,Downstream,,,2002-10-23
Pumpkinseed,,bulk,59,63,98.4,Downstream,,,2002-10-23
Pumpkinseed,,5,68,73,75.8,Downstream,,,2002-10-23
Pumpkinseed,,1,99,110,23.9,Downstream,,,2002-10-23
Pumpkinseed,,4,91,97,58.6,Downstream,,,2002-10-23
Pumpkinseed,,bulk,61,65,90.7,Downstream,,,2002-10-23
Pumpkinseed,,3,83,88,33.7,Downstream,,,2002-10-23
Pumpkinseed,,11,54,57,36.7,Downstream,,,2002-10-23
Pumpkinseed,,1,77,81,9,Downstream,,,2002-10-23
Pumpkinseed,,1,55,58,2.9,Downstream,,,2002-10-23
Pumpkinseed,,1,60,64,4.9,Downstream,,,2002-10-23
Pumpkinseed,,1,52,55,2,Downstream,,,2002-10-23
Pumpkinseed,,1,53,55,1.8,Downstream,,,2002-10-23
Smallmouth bass,,1,63,67,3.9,Downstream,,,2002-10-23
Smallmouth bass,,1,68,71,3.8,Downstream,,,2002-10-23
White Sucker,,1,129,137,22.6,Downstream,,,2002-10-23
White Sucker,,1,83,86,5.9,Downstream,,,2002-10-23
White Sucker,,1,205,219,90.7,Downstream,,,2002-10-23
White Sucker,,1,140,149,31.8,Downstream,,,2002-10-23
White Sucker,,6,80,85,36.3,Downstream,,,2002-10-23
White Sucker,,1,152,161,36.7,Downstream,,,2002-10-23
White Sucker,,4,85,89,24.6,Downstream,,,2002-10-23
White Sucker,,1,125,134,22.4,Downstream,,,2002-10-23
White Sucker,,1,205,218,99.5,Downstream,,,2002-10-23
White Sucker,,1,140,148,28.9,Downstream,,,2002-10-23
White Sucker,,2,83,88,12.7,Downstream,,,2002-10-23
White Sucker,,1,75,79,,Downstream,,,2002-10-23
Yellow Perch,,1,60,64,2.2,Downstream,,,2002-10-23
Yellow Perch,,bulk,82,87,191.5,Downstream,,,2002-10-23
Yellow Perch,,bulk,66,69,161.6,Downstream,,,2002-10-23
Yellow Perch,,bulk,85,90,55.6,Downstream,,,2002-10-23
Yellow Perch,,6,60,64,15.9,Downstream,,,2002-10-23
Yellow Perch,,bulk,62,66,131,Downstream,,,2002-10-23
Yellow Perch,,bulk,64,67,105.1,Downstream,,,2002-10-23
Yellow Perch,,3,65,69,11.6,Downstream,,,2002-10-23
Yellow Perch,,1,67,70,3,Downstream,,,2002-10-23
Yellow Perch,,bulk,65,68,79.4,Downstream,,,2002-10-23
Yellow Perch,,bulk,65,70,377.9,Downstream,,,2002-10-23
Yellow Perch,,bulk,84,87,373.5,Downstream,,,2002-10-23
Yellow Perch,,bulk,66,69,127.2,Downstream,,,2002-10-23
Yellow Perch,,1,85,90,7.2,Downstream,,,2002-10-23
Yellow Perch,,4,62,65,13.8,Downstream,,,2002-10-23
Yellow Perch,,bulk,101,107,125.2,Downstream,,,2002-10-23
Yellow Perch,,1,122,129,21.3,Downstream,,,2002-10-23
Yellow Perch,,bulk,87,93,207.6,Downstream,,,2002-10-23
Yellow Perch,,bulk,86,91,194.9,Downstream,,,2002-10-23
Yellow Perch,,5,84,89,33.7,Downstream,,,2002-10-23
Yellow Perch,,9,98,104,100.4,Downstream,,,2002-10-23
Yellow Perch,,8,97,102,90.6,Downstream,,,2002-10-23
Yellow Perch,,1,80,84,5.7,Downstream,,,2002-10-23
Yellow Perch,,1,80,84,4.9,Downstream,,,2002-10-23
Yellow Perch,,bulk,85,89,207.1,Downstream,,,2002-10-23
Yellow Perch,,bulk,97,102,291.4,Downstream,,,2002-10-23
Yellow Perch,,bulk,97,102,132.4,Downstream,,,2002-10-23
Yellow Perch,,5,90,94,40.6,Downstream,,,2002-10-23
Yellow Perch,,2,132,138,47.3,Downstream,,,2002-10-23
Yellow Perch,,bulk,97,102,131.6,Downstream,,,2002-10-23
Yellow Perch,,bulk,105,110,152.6,Downstream,,,2002-10-23
Yellow Perch,,bulk,115,121,114.8,Downstream,,,2002-10-23
Yellow Perch,,bulk,97,102,152.5,Downstream,,,2002-10-23
Yellow Perch,,bulk,91,95,119.5,Downstream,,,2002-10-23
Yellow Perch,,6,85,91,45.6,Downstream,,,2002-10-23
Yellow Perch,,bulk,80,85,143.5,Downstream,,,2002-10-23
Yellow Perch,,bulk,66,69,54.3,Downstream,,,2002-10-23
Yellow Perch,,1,59,62,,Downstream,,,2002-10-23
Yellow Perch,,4,87,91,33.6,Downstream,,,2002-10-23
Yellow Perch,,1,110,115,13.5,Downstream,,,2002-10-23
Yellow Perch,,bulk,85,62,40.3,Downstream,,,2002-10-23
Brook Trout,,1,77,81,3.5,Upstream,,,2002-10-23
Cisco,,1,115,127,12.9,Upstream,,,2002-10-23
Common Shiner,,6,88,97,77.3,Upstream,,,2002-10-23
Common Shiner,,1,113,124,13.5,Upstream,,,2002-10-23
Common Shiner,,11,99,110,105.3,Upstream,,,2002-10-23
Common Shiner,,8,85,94,42.3,Upstream,,,2002-10-23
Common Shiner,,1,83,91,5.6,Upstream,,,2002-10-23
Common Shiner,,3,70,78,11.5,Upstream,,,2002-10-23
Common Shiner,,1,54,59,1.8,Upstream,,,2002-10-23
Common Shiner,,1,88,97,6.5,Upstream,,,2002-10-23
Common Shiner,,1,105,115,13.1,Upstream,,,2002-10-23
Common Shiner,,1,81,90,5.6,Upstream,,,2002-10-23
Common Shiner,,1,74,82,3.9,Upstream,,,2002-10-23
Creek Chub,,1,190,200,70,Upstream,,,2002-10-23
Creek Chub,,1,195,205,76.1,Upstream,,,2002-10-23
Creek Chub,,3,113,123,38.3,Upstream,,,2002-10-23
Creek Chub,,4,140,150,108.4,Upstream,,,2002-10-23
Creek Chub,,2,125,133,136.7,Upstream,,,2002-10-23
Creek Chub,,2,95,102,14.3,Upstream,,,2002-10-23
Golden Shiner,,1,120,132,20.1,Upstream,,,2002-10-23
Northern Pearl Dace,,1,120,127,17.4,Upstream,,,2002-10-23
Pumpkinseed,,32,66,70,116.9,Upstream,,,2002-10-23
Pumpkinseed,,9,53,56,31.8,Upstream,,,2002-10-23
Pumpkinseed,,2,110,117,53.7,Upstream,,,2002-10-23
White Sucker,,1,148,158,34.5,Upstream,,,2002-10-23
White Sucker,,1,78,83,4.7,Upstream,,,2002-10-23
Yellow Perch,,8,83,87,41.8,Upstream,,,2002-10-23
Yellow Perch,,23,61,65,59.3,Upstream,,,2002-10-23
Yellow Perch,,1,64,69,2.9,Upstream,,,2002-10-23
Yellow Perch,,9,114,120,108.9,Upstream,,,2002-10-23
Yellow Perch,,1,91,95,7.4,Upstream,,,2002-10-23
Brook Trout,,1,70,73,2.8,Downstream,,,2003-10-23
Common Shiner,,7,97,107,77.3,Downstream,,,2003-10-23
Common Shiner,,9,85,95,72.9,Downstream,,,2003-10-23
Common Shiner,,1,72,80,3.3,Downstream,,,2003-10-23
Common Shiner,,10,83,93,65.6,Downstream,,,2003-10-23
Common Shiner,,7,84,93,52.5,Downstream,,,2003-10-23
Common Shiner,,1,105,113,13.5,Downstream,,,2003-10-23
Common Shiner,,1,78,87,4.4,Downstream,,,2003-10-23
Common Shiner,,1,64,71,2.2,Downstream,,,2003-10-23
Common Shiner,,8,90,98,56.5,Downstream,,,2003-10-23
Common Shiner,,2,110,120,30.5,Downstream,,,2003-10-23
Common Shiner,,1,70,78,3.5,Downstream,,,2003-10-23
Creek Chub,,1,157,167,40,Downstream,,,2003-10-23
Creek Chub,,6,117,124,96.5,Downstream,,,2003-10-23
Creek Chub,,2,135,144,53.6,Downstream,,,2003-10-23
Creek Chub,,2,120,127,30,Downstream,,,2003-10-23
Creek Chub,,4,85,90,20,Downstream,,,2003-10-23
Creek Chub,,1,97,104,7,Downstream,,,2003-10-23
Creek Chub,,4,135,143,92.5,Downstream,,,2003-10-23
Creek Chub,,12,81,86,54.7,Downstream,,,2003-10-23
Creek Chub,,4,117,124,64.5,Downstream,,,2003-10-23
Creek Chub,,7,113,122,86.7,Downstream,,,2003-10-23
Creek Chub,,9,83,89,44.6,Downstream,,,2003-10-23
Creek Chub,,3,113,120,42.7,Downstream,,,2003-10-23
Fallfish,,1,118,129,15.1,Downstream,,,2003-10-23
Golden Shiner,,1,123,135,19.6,Downstream,,,2003-10-23
Golden Shiner,,2,103,114,26.9,Downstream,,,2003-10-23
Golden Shiner,,9,100,110,93.4,Downstream,,,2003-10-23
Golden Shiner,,10,89,100,75.7,Downstream,,,2003-10-23
Golden Shiner,,1,113,124,18.6,Downstream,,,2003-10-23
Golden Shiner,,5,82,91,35.4,Downstream,,,2003-10-23
Golden Shiner,,2,100,110,19.3,Downstream,,,2003-10-23
Golden Shiner,,1,84,92,5.9,Downstream,,,2003-10-23
Golden Shiner,,4,90,100,31.8,Downstream,,,2003-10-23
Golden Shiner,,7,103,113,71.7,Downstream,,,2003-10-23
Golden Shiner,,6,100,111,63.5,Downstream,,,2003-10-23
Golden Shiner,,9,86,97,88.8,Downstream,,,2003-10-23
Golden Shiner,,1,73,80,3.8,Downstream,,,2003-10-23
Golden Shiner,,1,105,115,12.2,Downstream,1,1,2003-10-23
Golden Shiner,,3,88,97,22.6,Downstream,,,2003-10-23
Northern Pearl Dace,,1,118,125,17.1,Downstream,,,2003-10-23
Northern Pearl Dace,,1,116,123,16.1,Downstream,,,2003-10-23
Northern Pearl Dace,,3,86,93,25.2,Downstream,,,2003-10-23
Northern Pearl Dace,,1,118,125,14.8,Downstream,,,2003-10-23
Northern Pearl Dace,,3,104,111,31.2,Downstream,,,2003-10-23
Northern Pearl Dace,,3,91,97,20.9,Downstream,,,2003-10-23
Northern Pearl Dace,,3,110,117,38.8,Downstream,,,2003-10-23
Northern Pearl Dace,,1,100,106,10,Downstream,,,2003-10-23
Northern Pearl Dace,,1,82,87,4.9,Downstream,,,2003-10-23
Pumpkinseed,,bulk,60,64,114.5,Downstream,,,2003-10-23
Pumpkinseed,,bulk,67,71,28.9,Downstream,,,2003-10-23
Pumpkinseed,,4,90,94,63.8,Downstream,,,2003-10-23
Pumpkinseed,,bulk,54,57,53.5,Downstream,,,2003-10-23
Pumpkinseed,,2,86,92,22.8,Downstream,,,2003-10-23
Pumpkinseed,,1,100,115,18.2,Downstream,,,2003-10-23
Pumpkinseed,,1,70,74,6.6,Downstream,,,2003-10-23
Pumpkinseed,,bulk,54,56,31.4,Downstream,,,2003-10-23
Pumpkinseed,,1,52,54,2.6,Downstream,,,2003-10-23
Pumpkinseed,,1,77,82,8.3,Downstream,,,2003-10-23
Smallmouth bass,,1,70,74,5,Downstream,,,2003-10-23
Smallmouth bass,CR5-O23-SMB-4,1,119,125,22.7,Downstream,,,2003-10-23
Smallmouth bass,CR5-O23-SMB-5,1,125,130,24.1,Downstream,,,2003-10-23
Smallmouth bass,,1,76,81,6.1,Downstream,,,2003-10-23
Smallmouth bass,,1,73,77,5.7,Downstream,,,2003-10-23
White Sucker,,1,85,91,6.9,Downstream,,,2003-10-23
White Sucker,,2,95,100,17.5,Downstream,,,2003-10-23
White Sucker,,1,215,234,112.7,Downstream,,,2003-10-23
White Sucker,,1,130,139,24.4,Downstream,,,2003-10-23
White Sucker,,1,153,163,36.3,Downstream,,,2003-10-23
White Sucker,,3,80,85,22.2,Downstream,,,2003-10-23
White Sucker,,1,150,160,35.5,Downstream,,,2003-10-23
White Sucker,,4,99,105,36.2,Downstream,,,2003-10-23
Yellow Perch,,bulk,58,62,198.2,Downstream,,,2003-10-23
Yellow Perch,,1,97,101,9.4,Downstream,,,2003-10-23
Yellow Perch,,bulk,85,90,193.9,Downstream,,,2003-10-23
Yellow Perch,,bulk,80,84,279.5,Downstream,,,2003-10-23
Yellow Perch,,bulk,76,81,150.9,Downstream,,,2003-10-23
Yellow Perch,,bulk,60,64,70.4,Downstream,,,2003-10-23
Yellow Perch,,bulk,62,66,31.7,Downstream,,,2003-10-23
Yellow Perch,,2,103,110,29.8,Downstream,,,2003-10-23
Yellow Perch,,bulk,93,97,249.2,Downstream,,,2003-10-23
Yellow Perch,,bulk,96,101,49.3,Downstream,,,2003-10-23
Yellow Perch,,bulk,84,88,136.3,Downstream,,,2003-10-23
Yellow Perch,,1,135,140,23.5,Downstream,,,2003-10-23
Yellow Perch,,bulk,75,80,105.9,Downstream,,,2003-10-23
Yellow Perch,,bulk,93,97,97.9,Downstream,,,2003-10-23
Yellow Perch,,bulk,105,110,99.6,Downstream,,,2003-10-23
Yellow Perch,,bulk,60,64,108.5,Downstream,,,2003-10-23
Yellow Perch,,bulk,63,67,34,Downstream,,,2003-10-23
Yellow Perch,,bulk,77,83,104.5,Downstream,,,2003-10-23
Yellow Perch,,bulk,57,61,17.8,Downstream,,,2003-10-23
Yellow Perch,,bulk,61,65,87.7,Downstream,,,2003-10-23
Yellow Perch,,1,67,72,3,Downstream,,,2003-10-23
Yellow Perch,,bulk,97,102,122.2,Downstream,,,2003-10-23
Yellow Perch,,bulk,91,97,84,Downstream,,,2003-10-23
Yellow Perch,,4,102,107,48.3,Downstream,,,2003-10-23
Brook Trout,,1,174,185,40,Upstream,,,2003-10-23
Brown Bullhead,,1,,122,23.1,Upstream,,,2003-10-23
Common Shiner,,1,95,104,6.1,Upstream,,,2003-10-23
Common Shiner,,28,65,73,103.5,Upstream,,,2003-10-23
Common Shiner,,14,77,87,52.7,Upstream,,,2003-10-23
Common Shiner,,14,70,77,54,Upstream,,,2003-10-23
Common Shiner,,6,95,105,45.1,Upstream,,,2003-10-23
Common Shiner,,4,110,122,63.4,Upstream,,,2003-10-23
Common Shiner,,7,103,115,84.2,Upstream,,,2003-10-23
Common Shiner,,14,90,99,109.6,Upstream,,,2003-10-23
Common Shiner,,8,85,95,57.5,Upstream,,,2003-10-23
Creek Chub,,1,177,187,56.5,Upstream,,,2003-10-23
Creek Chub,,11,80,88,65,Upstream,,,2003-10-23
Creek Chub,,1,126,135,20.3,Upstream,,,2003-10-23
Creek Chub,,1,70,76,2.8,Upstream,,,2003-10-23
Creek Chub,,2,92,99,15.3,Upstream,,,2003-10-23
Creek Chub,,6,110,117,82.4,Upstream,,,2003-10-23
Golden Shiner,,1,85,95,6.8,Upstream,1,,2003-10-23
Pumpkinseed,,bulk,52,55,128.1,Upstream,,,2003-10-23
Pumpkinseed,,3,83,87,38,Upstream,,,2003-10-23
White Sucker,,1,139,146,26.5,Upstream,,,2003-10-23
Yellow Perch,,bulk,65,69,101.2,Upstream,,,2003-10-23
Yellow Perch,,8,60,64,20,Upstream,,,2003-10-23
Yellow Perch,,7,95,100,74.1,Upstream,,,2003-10-23
Common Shiner,CR5-A23-CS-6,1,120,131,22.7,Downstream,,,2004-08-23
Common Shiner,CR5-A23-CS-7,1,100,110,10.9,Downstream,,,2004-08-23
Creek Chub,,1,168,177,55.2,Downstream,,1,2004-08-23
Creek Chub,,1,140,152,38.7,Downstream,,,2004-08-23
Creek Chub,CR5-A23-CC-7,1,105,113,11.4,Downstream,,,2004-08-23
Creek Chub,,1,73,78,4.3,Downstream,,,2004-08-23
Creek Chub,,1,60,72,2.8,Downstream,,,2004-08-23
Creek Chub,,1,62,67,1.5,Downstream,,,2004-08-23
Golden Shiner,,1,155,169,45.9,Downstream,,,2004-08-23
Golden Shiner,,1,120,132,22.2,Downstream,,,2004-08-23
Golden Shiner,,1,115,126,20,Downstream,,,2004-08-23
Golden Shiner,,1,112,123,17.2,Downstream,,,2004-08-23
Golden Shiner,CR5-A23-GS-1,1,110,124,13.7,Downstream,,,2004-08-23
Pumpkinseed,,1,84,90,17.3,Downstream,,,2004-08-23
Pumpkinseed,,1,75,80,8.4,Downstream,,,2004-08-23
Pumpkinseed,,1,95,102,17.7,Downstream,,,2004-08-23
Pumpkinseed,,1,90,95,14.3,Downstream,,,2004-08-23
Pumpkinseed,,1,107,113,21.9,Downstream,,,2004-08-23
Pumpkinseed,,8,90,94,96.2,Downstream,,,2004-08-23
Pumpkinseed,,4,90,95,46.1,Downstream,,,2004-08-23
Pumpkinseed,,1,105,112,23.2,Downstream,,,2004-08-23
Pumpkinseed,,1,109,115,25.3,Downstream,,,2004-08-23
Pumpkinseed,,1,95,100,20,Downstream,,,2004-08-23
Pumpkinseed,,1,103,108,21.7,Downstream,,,2004-08-23
Pumpkinseed,,1,108,114,26.8,Downstream,,,2004-08-23
Pumpkinseed,,1,105,110,24,Downstream,,,2004-08-23
Pumpkinseed,,1,55,58,3.8,Downstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-1,1,125,131,29.6,Downstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-2,1,137,144,36.8,Downstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-3,1,105,113,19,Downstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-4,1,117,125,28.3,Downstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-5,1,124,129,30,Downstream,,,2004-08-23
Smallmouth bass,,1,115,121,21.8,Downstream,,,2004-08-23
Smallmouth bass,,1,110,116,16.8,Downstream,,,2004-08-23
Smallmouth bass,,1,90,95,6.6,Downstream,,,2004-08-23
Smallmouth bass,,1,108,115,15,Downstream,,,2004-08-23
Smallmouth bass,,1,97,103,10,Downstream,,,2004-08-23
Smallmouth bass,,1,100,109,15.4,Downstream,,,2004-08-23
Smallmouth bass,,1,90,96,7.8,Downstream,,,2004-08-23
Smallmouth bass,,1,95,101,10.4,Downstream,,,2004-08-23
Smallmouth bass,,1,100,106,115,Downstream,,,2004-08-23
Smallmouth bass,,1,92,97,13,Downstream,,,2004-08-23
Smallmouth bass,,1,44,46,1.3,Downstream,,,2004-08-23
Smallmouth bass,,1,66,71,3.8,Downstream,,,2004-08-23
Yellow Perch,,1,52,55,1.4,Downstream,,,2004-08-23
Yellow Perch,,bulk,58,61,58,Downstream,,,2004-08-23
Yellow Perch,,17,52,56,24.7,Downstream,,,2004-08-23
Yellow Perch,,1,54,58,1.4,Downstream,,,2004-08-23
Yellow Perch,,1,58,61,1.6,Downstream,,,2004-08-23
Yellow Perch,,1,57,60,1.5,Downstream,,,2004-08-23
Yellow Perch,,1,53,57,1.6,Downstream,,,2004-08-23
Yellow Perch,,bulk,51,54,71,Downstream,,,2004-08-23
Yellow Perch,,1,73,78,3.4,Downstream,,,2004-08-23
Yellow Perch,,bulk,55,59,74.4,Downstream,,,2004-08-23
Yellow Perch,CR5-A23-YP-6,1,130,137,29,Downstream,,,2004-08-23
Yellow Perch,CR5-A23-YP-7,1,106,111,11.8,Downstream,,,2004-08-23
Yellow Perch,CR5-A23-YP-8,1,126,133,26.2,Downstream,,,2004-08-23
Yellow Perch,,1,77,81,,Downstream,,,2004-08-23
Yellow Perch,,1,72,81,4.3,Downstream,,,2004-08-23
Yellow Perch,,bulk,58,61,43.5,Downstream,,,2004-08-23
Yellow Perch,,bulk,58,62,42.3,Downstream,,,2004-08-23
Yellow Perch,,bulk,55,58,31.7,Downstream,,,2004-08-23
Yellow Perch,,bulk,55,59,20.8,Downstream,,,2004-08-23
Yellow Perch,,bulk,52,55,37.1,Downstream,,,2004-08-23
Yellow Perch,,1,113,119,16.2,Downstream,,,2004-08-23
Yellow Perch,,1,90,97,8.5,Downstream,,,2004-08-23
Yellow Perch,CR5-A23-YP-9,1,105,111,13.7,Downstream,,,2004-08-23
Yellow Perch,,1,91,96,8.6,Downstream,,,2004-08-23
Yellow Perch,,1,83,87,5.1,Downstream,,,2004-08-23
Yellow Perch,,1,75,80,3.6,Downstream,,,2004-08-23
Yellow Perch,,1,136,143,27.1,Downstream,,,2004-08-23
Yellow Perch,,1,108,113,14.7,Downstream,,,2004-08-23
Yellow Perch,CR5-A23-YP-10,1,93,98,8.5,Downstream,,,2004-08-23
Yellow Perch,,4,78,83,22.2,Downstream,,,2004-08-23
Yellow Perch,,1,104,110,10,Downstream,,,2004-08-23
Yellow Perch,,1,132,138,22.9,Downstream,,,2004-08-23
Yellow Perch,,1,101,118,9,Downstream,,,2004-08-23
Yellow Perch,,9,83,87,59.4,Downstream,,,2004-08-23
Yellow Perch,,1,110,115,15.5,Downstream,,,2004-08-23
Yellow Perch,,1,97,101,10.9,Downstream,,,2004-08-23
Yellow Perch,,1,74,77,5.4,Downstream,,,2004-08-23
Yellow Perch,,1,53,55,1.9,Downstream,,,2004-08-23
Yellow Perch,,1,79,84,5.3,Downstream,,,2004-08-23
Yellow Perch,,1,51,54,1.3,Downstream,,,2004-08-23
Yellow Perch,,1,105,110,,Downstream,,,2004-08-23
Yellow Perch,,1,53,56,1,Downstream,,,2004-08-23
Yellow Perch,,1,55,59,2.2,Downstream,,,2004-08-23
Common Shiner,,1,120,133,18.9,Upstream,,,2004-08-23
Common Shiner,,1,140,152,32.1,Upstream,,,2004-08-23
Common Shiner,CR5-A23-CS-8,1,120,138,13.4,Upstream,,,2004-08-23
Common Shiner,CR5-A23-CS-9,1,120,133,22.4,Upstream,,,2004-08-23
Common Shiner,CR5-A23-CS-10,1,97,107,9.9,Upstream,,,2004-08-23
Creek Chub,,1,182,190,72.9,Upstream,,,2004-08-23
Creek Chub,,1,198,207,88.9,Upstream,,,2004-08-23
Creek Chub,,1,195,207,91.2,Upstream,,,2004-08-23
Creek Chub,,1,187,198,79.5,Upstream,,,2004-08-23
Creek Chub,,1,180,189,66.9,Upstream,,,2004-08-23
Creek Chub,,1,180,190,65.2,Upstream,,,2004-08-23
Creek Chub,,1,162,172,64.2,Upstream,,,2004-08-23
Creek Chub,CR5-A23-CC-7,1,167,178,54.4,Upstream,,,2004-08-23
Creek Chub,,1,135,142,28.4,Upstream,,,2004-08-23
Creek Chub,CR5-A23-CC-8,1,145,155,37.8,Upstream,,,2004-08-23
Golden Shiner,CR5-A23-GS-2,1,121,133,17.1,Upstream,,,2004-08-23
Golden Shiner,CR5-A23-GS-3,1,109,117,13.9,Upstream,,,2004-08-23
Golden Shiner,,1,152,167,49.4,Upstream,,,2004-08-23
Golden Shiner,,1,114,124,16,Upstream,,,2004-08-23
Pumpkinseed,,1,127,135,42.2,Upstream,,,2004-08-23
Pumpkinseed,,1,86,93,12.4,Upstream,,,2004-08-23
Pumpkinseed,,1,60,64,3.4,Upstream,,,2004-08-23
Pumpkinseed,,1,57,60,4,Upstream,,,2004-08-23
Smallmouth bass,,8,110,116,116.6,Upstream,,,2004-08-23
Smallmouth bass,,1,110,116,16.5,Upstream,,,2004-08-23
Smallmouth bass,,4,84,89,42.3,Upstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-7,1,115,122,19.2,Upstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-8,1,99,104,12.2,Upstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-9,1,120,125,23.7,Upstream,,,2004-08-23
Smallmouth bass,CR5-A23-SMB-10,1,123,129,25.5,Upstream,,,2004-08-23
Smallmouth bass,,5,100,106,50,Upstream,,,2004-08-23
Smallmouth bass,,1,110,115,17.8,Upstream,,,2004-08-23
Smallmouth bass,,1,112,118,20,Upstream,,,2004-08-23
Smallmouth bass,,4,100,106,51.2,Upstream,,,2004-08-23
Smallmouth bass,,1,80,85,7.2,Upstream,,,2004-08-23
Smallmouth bass,,1,77,82,4.8,Upstream,,,2004-08-23
Yellow Perch,,1,150,157,43.6,Upstream,,,2004-08-23
Yellow Perch,,6,48,53,14.6,Upstream,,,2004-08-23
Yellow Perch,,1,160,167,53.8,Upstream,,,2004-08-23
Yellow Perch,,1,122,129,25.9,Upstream,,,2004-08-23
Yellow Perch,,1,107,113,15,Upstream,,,2004-08-23
Yellow Perch,,18,50,53,28.3,Upstream,,,2004-08-23
Yellow Perch,,bulk,55,59,48.7,Upstream,,,2004-08-23
Yellow Perch,,bulk,53,57,32,Upstream,,,2004-08-23
Yellow Perch,,bulk,59,63,28,Upstream,,,2004-08-23
Yellow Perch,,bulk,52,56,28.9,Upstream,,,2004-08-23
Yellow Perch,,bulk,54,58,19.8,Upstream,,,2004-08-23
Yellow Perch,,1,90,95,7.3,Upstream,,,2004-08-23
Yellow Perch,,6,52,55,9.3,Upstream,,,2004-08-23
Yellow Perch,,9,50,54,14.9,Upstream,,,2004-08-23
Yellow Perch,,5,53,57,10.5,Upstream,,,2004-08-23
Yellow Perch,,1,137,145,36.7,Upstream,,,2004-08-23
Yellow Perch,,1,100,105,11.7,Upstream,,,2004-08-23
Yellow Perch,,1,104,109,12.4,Upstream,,,2004-08-23
Yellow Perch,,3,54,58,8.5,Upstream,,,2004-08-23
Yellow Perch,,1,55,58,,Upstream,,,2004-08-23
Brown Bullhead,,1,,,,Downstream,,,2005-08-23
Common Shiner,,1,77,86,5.2,Downstream,,,2005-08-23
Common Shiner,,1,90,100,6.8,Downstream,,,2005-08-23
Common Shiner,,1,67,74,2.5,Downstream,,,2005-08-23
Common Shiner,,1,119,130,18.9,Downstream,,,2005-08-23
Common Shiner,,1,104,113,10.4,Downstream,,,2005-08-23
Common Shiner,,1,126,137,25.7,Downstream,,,2005-08-23
Creek Chub,,1,125,134,27.5,Downstream,,,2005-08-23
Creek Chub,,1,75,80,6.5,Downstream,,,2005-08-23
Creek Chub,,1,140,148,33.6,Downstream,,,2005-08-23
Creek Chub,,1,95,102,9.1,Downstream,,,2005-08-23
Creek Chub,,1,123,132,21.7,Downstream,,,2005-08-23
Creek Chub,,1,103,107,11.8,Downstream,,,2005-08-23
Creek Chub,,1,97,105,9.7,Downstream,,,2005-08-23
Creek Chub,,1,87,94,6.1,Downstream,,,2005-08-23
Creek Chub,,1,80,85,5,Downstream,,,2005-08-23
Creek Chub,,1,73,77,14,Downstream,,,2005-08-23
Creek Chub,,1,67,74,3.4,Downstream,,,2005-08-23
Creek Chub,,1,70,75,3.4,Downstream,,,2005-08-23
Creek Chub,,1,143,152,36.5,Downstream,,,2005-08-23
Creek Chub,,1,120,125,20,Downstream,,,2005-08-23
Creek Chub,CR5-A23-CC-9,1,105,112,12,Downstream,,1,2005-08-23
Creek Chub,,1,66,67,1.7,Downstream,,,2005-08-23
Creek Chub,,1,58,63,3.1,Downstream,,,2005-08-23
Creek Chub,,1,175,185,56.1,Downstream,,,2005-08-23
Creek Chub,,1,122,130,21.9,Downstream,,,2005-08-23
Creek Chub,,1,149,158,42.9,Downstream,,,2005-08-23
Creek Chub,,1,155,164,45.7,Downstream,,,2005-08-23
Creek Chub,,3,65,69,6.7,Downstream,,,2005-08-23
Creek Chub,,1,95,102,6.4,Downstream,,,2005-08-23
Creek Chub,,1,58,61,0.5,Downstream,,,2005-08-23
Golden Shiner,,1,110,121,12.2,Downstream,,,2005-08-23
Golden Shiner,,1,115,125,17.3,Downstream,,,2005-08-23
Golden Shiner,CR5-A23-GS-4,1,110,119,13.3,Downstream,,,2005-08-23
Golden Shiner,CR5-A23-GS-5,1,120,133,19.3,Downstream,,,2005-08-23
Golden Shiner,CR5-A23-GS-6,1,87,97,7.3,Downstream,,,2005-08-23
Northern Pearl Dace,,1,76,82,4.6,Downstream,,,2005-08-23
